Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Score_class
Ys: The Ark of Napishtim,7,2005,7,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,72.0,35.0,8.8,14.0,Falcom,6,Average
Divinity II: The Dragon Knight Saga,14,2010,7,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,Larian Studios,4,Average
NHL 2K8,14,2007,10,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,71.0,43.0,7.4,16.0,Kush Games,2,Average
Puzzle Kingdoms,2,2009,5,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0,Infinite Interactive,2,Low
Life is Strange,16,2016,1,Square Enix,0.09,0.03,0.0,0.01,0.13,85.0,4.0,8.7,123.0,DONTNOD Entertainment,4,High
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,7,2008,7,Atlus,0.07,0.05,0.0,0.02,0.13,79.0,23.0,8.7,26.0,Atlus Co.,4,High
X-Blades,8,2009,0,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50.0,31.0,5.9,15.0,Gaijin Entertainment,4,Low
Army Men: Green Rogue,7,2001,0,3DO,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0,3DO,6,Low
Chessmaster,15,2004,3,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9.0,6.0,Ubisoft,1,High
Peter Jackson's King Kong: The Official Game of the Movie,2,2005,0,Ubisoft,0.12,0.0,0.0,0.01,0.13,28.0,5.0,3.2,32.0,Ubisoft Casablanca,6,Low
Superman: The Man of Steel,15,2002,0,Atari,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6.0,11.0,Circus Freak,6,Low
Kororinpa: Marble Mania,12,2006,5,Nintendo,0.08,0.02,0.03,0.01,0.13,69.0,39.0,8.7,21.0,Hudson,1,Average
NHL 2003,4,2002,10,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,1,High
Chicken Run,6,2000,1,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,Blitz Games,1,Average
Fatal Inertia,14,2007,6,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,Koei,2,Low
Phantom Brave: We Meet Again,12,2009,7,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,Nippon Ichi Software,6,Average
WWE Survivor Series,3,2004,2,THQ,0.09,0.04,0.0,0.0,0.13,55.0,12.0,8.2,5.0,Natsume,6,Low
Kung-Fu: High Impact,14,2011,0,Black Bean Games,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0,Virtual Air Guitar Company,6,Low
Tomb Raider: Legend,15,2006,0,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,82.0,40.0,7.2,13.0,Crystal Dynamics,6,High
Ninjatown,2,2008,11,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",1,High
Warcraft III: Reign of Chaos,5,2002,11,Vivendi Games,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,Blizzard Entertainment,6,High
Frogger Beyond,4,2002,4,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,Konami,1,Low
RPG Maker II,7,2002,7,Enterbrain,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.8,77.0,Kuusou Kagaku,1,Low
Alone in the Dark: Inferno,8,2008,1,Atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,4,Average
Gravity Rush Remastered,9,2015,0,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,Bluepoint Games,6,High
Destruction Derby Arenas,7,2004,6,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,Studio 33,6,Low
Dengeki Bunko Fighting Climax,11,2014,2,Sega,0.04,0.0,0.08,0.01,0.13,75.0,7.0,8.5,28.0,Sega,6,Average
MLB Power Pros 2008,12,2008,10,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,Konami,1,High
Rumble Roses XX,14,2006,2,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62.0,54.0,6.6,28.0,Konami,4,Low
Total War: WARHAMMER,5,2016,11,Sega,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,Creative Assembly,6,High
Shaman King: Power of Spirit,7,2004,1,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.2,17.0,WinkySoft,6,Low
Anno 1701: Dawn of Discovery,2,2007,9,Touchstone,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0,Sunflowers Interactive,1,Average
The BIGS 2,8,2009,10,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,Blue Castle Games,2,High
LEGO Legends of Chima: Laval's Journey,11,2013,1,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,TT Games,2,Low
Dead to Rights: Reckoning,10,2005,8,Electronic Arts,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0,Rebellion,4,Low
NBA 08,8,2007,10,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6.0,4.0,SCEA San Diego Studios,1,Low
Mission: Impossible - Operation Surma,15,2003,4,Atari,0.1,0.03,0.0,0.0,0.13,67.0,27.0,6.8,4.0,Paradigm Entertainment,6,Average
Legendary,8,2008,8,Atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,4,Low
Batman: Arkham Knight,5,2015,0,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",4,Average
Disney's Kim Possible: Kimmunicator,2,2005,4,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,61.0,14.0,7.5,4.0,Artificial Mind and Movement,1,Low
Mega Man Anniversary Collection,15,2005,4,Capcom,0.1,0.03,0.0,0.0,0.13,80.0,12.0,9.2,5.0,Atomic Planet Entertainment,1,High
Diablo II,5,2000,7,Havas Interactive,0.01,0.1,0.0,0.02,0.13,88.0,34.0,8.8,1056.0,Blizzard North,4,High
F1 2011,11,2011,6,Codemasters,0.03,0.07,0.01,0.02,0.13,66.0,27.0,6.2,25.0,Codemasters,1,Low
Drakengard 2,7,2005,7,Ubisoft,0.06,0.05,0.0,0.02,0.13,58.0,34.0,5.5,49.0,Cavia Inc.,4,Low
Sonic Riders,15,2006,6,Sega,0.1,0.03,0.0,0.0,0.13,56.0,33.0,8.1,7.0,Sonic Team,1,Low
Shrek Super Party,15,2002,3,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,33.0,9.0,8.0,11.0,Mass Media,1,Low
Venetica,14,2010,7,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,14.0,7.3,18.0,Deck 13,6,Low
Persona 4: Arena,14,2012,2,Atlus,0.08,0.01,0.03,0.01,0.13,83.0,21.0,7.3,60.0,Arc System Works,6,High
Cabela's Alaskan Adventure,14,2006,10,Activision,0.12,0.0,0.0,0.01,0.13,48.0,11.0,5.6,17.0,FUN Labs,6,Low
Heroes of the Pacific,15,2005,9,Codemasters,0.1,0.03,0.0,0.0,0.13,76.0,33.0,8.2,5.0,IR Gurus Interactive Ltd.,6,Average
RollerCoaster Tycoon,15,2003,11,Atari,0.1,0.03,0.0,0.0,0.13,62.0,8.0,8.3,12.0,Atari,1,Low
NightCaster,15,2002,0,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,61.0,27.0,5.7,7.0,Jaleco Entertainment,6,Low
FIFA World Cup Germany 2006,4,2006,10,Electronic Arts,0.1,0.03,0.0,0.0,0.13,76.0,17.0,6.2,5.0,EA Canada,1,Average
Hitman 2: Silent Assassin,4,2003,0,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,83.0,17.0,5.5,8.0,Io Interactive,4,High
Ape Escape 3,7,2005,4,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,77.0,51.0,8.5,22.0,SCE Japan Studio,2,Average
"Crouching Tiger, Hidden Dragon",7,2003,0,Ubisoft,0.06,0.05,0.0,0.02,0.13,48.0,26.0,3.7,6.0,Light Weight,6,Low
Final Fantasy XIV: Heavensward,9,2015,0,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,20.0,7.6,225.0,Square Enix,6,High
Secret Agent Clank,10,2008,4,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.0,56.0,7.8,35.0,High Impact Games,2,Average
Whiplash,7,2003,6,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,66.0,32.0,8.7,15.0,Crystal Dynamics,6,Low
Watch Dogs,13,2014,0,Ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,15.0,6.4,162.0,Ubisoft Romania,4,Low
BlazBlue: Continuum Shift II,10,2011,2,PQube,0.03,0.02,0.07,0.01,0.13,77.0,8.0,6.8,10.0,Arc System Works,6,Average
Summon Night: Twin Age,2,2007,7,Banpresto,0.07,0.0,0.05,0.01,0.13,73.0,21.0,7.2,11.0,Flight-Plan,2,Average
Spider-Man: Battle for New York,2,2006,4,Activision,0.12,0.0,0.0,0.01,0.13,68.0,13.0,6.9,8.0,Torus Games,2,Average
Game Party: Champions,13,2012,0,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,24.0,8.0,3.5,21.0,"Phosphor Games Studio, LLC",1,Low
Otogi: Myth of Demons,15,2002,0,Sega,0.08,0.02,0.03,0.0,0.13,80.0,40.0,8.5,28.0,From Software,6,High
Alter Echo,7,2003,8,THQ,0.06,0.05,0.0,0.02,0.13,62.0,26.0,7.0,9.0,Outrage Games,6,Low
Green Lantern: Rise of the Manhunters,0,2011,0,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,2,Low
Puzzle de Harvest Moon,2,2007,5,Natsume,0.12,0.0,0.0,0.01,0.13,41.0,5.0,6.3,4.0,Platinum Egg,1,Low
Shin Megami Tensei: Digital Devil Saga,7,2004,7,Ghostlight,0.06,0.05,0.0,0.02,0.13,78.0,42.0,8.2,48.0,Atlus Co.,4,Average
Deception IV: Blood Ties,11,2014,0,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,4,Average
Rango: The Video Game,14,2011,0,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8.0,9.0,Behaviour Interactive,2,Average
One Piece: Unlimited World Red,11,2014,0,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,Ganbarion,6,Average
Cabela's Dangerous Hunts 2009,8,2008,10,Activision Value,0.12,0.0,0.0,0.01,0.13,39.0,6.0,1.8,10.0,FUN Labs,6,Low
Teenage Mutant Ninja Turtles 2: Battle Nexus,15,2004,0,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,48.0,20.0,5.6,8.0,Konami,6,Low
Tom Clancy's Splinter Cell: Double Agent,12,2006,0,Ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,12.0,7.4,16.0,Ubisoft Shanghai,4,Low
Eat Lead: The Return of Matt Hazard,8,2009,8,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,6,Low
Backyard Baseball,4,2003,10,Infogrames,0.1,0.03,0.0,0.0,0.13,70.0,4.0,9.4,5.0,Humongous Entertainment,1,Average
Star Wars: Lethal Alliance,10,2006,0,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7.0,7.0,Ubisoft Montreal,6,Low
Naruto Shippuden: Kizuna Drive,10,2010,0,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57.0,22.0,5.0,6.0,Premium Agency,6,Low
Sega GT,1,2000,6,Sega,0.0,0.0,0.13,0.0,0.13,84.0,25.0,7.7,11.0,TOSE,1,High
Steel Battalion: Heavy Armor,14,2012,3,Capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,4,Low
Green Lantern: Rise of the Manhunters,14,2011,0,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,59.0,17.0,7.2,23.0,Double Helix Games,6,Low
Legends of Wrestling,4,2002,2,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,50.0,18.0,6.8,4.0,Acclaim,6,Low
All-Star Baseball 2004,15,2003,10,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,74.0,20.0,8.4,7.0,Acclaim,1,Average
Dokapon Kingdom,12,2008,7,Sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,2,Average
Onechanbara: Bikini Samurai Squad,14,2006,0,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,39.0,6.4,55.0,Tamsoft,4,Low
Portal Runner,7,2001,4,3DO,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,1,Low
Warriors Orochi 2,7,2008,0,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,52.0,9.0,8.5,13.0,Omega Force,6,Low
Hyperdevotion Noire: Goddess Black Heart,11,2014,7,Idea Factory,0.04,0.01,0.06,0.02,0.13,68.0,24.0,7.1,36.0,Sting,6,Average
Spartan: Total Warrior,15,2005,0,Sega,0.1,0.03,0.0,0.0,0.13,73.0,36.0,8.8,12.0,Creative Assembly,4,Average
City Crisis,7,2001,9,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,63.0,20.0,6.2,5.0,Syscom,1,Low
Advent Rising,15,2005,0,THQ,0.1,0.03,0.0,0.0,0.13,68.0,50.0,7.5,68.0,GlyphX Games,6,Average
NBA 2K13,13,2012,10,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7.0,43.0,Visual Concepts,1,High
7 Wonders of the Ancient World,2,2007,5,Funsta,0.1,0.01,0.0,0.01,0.13,60.0,7.0,8.3,48.0,Hot Lava Games,1,Low
X-Men: Next Dimension,4,2002,2,Activision,0.1,0.03,0.0,0.0,0.13,63.0,17.0,8.2,11.0,Exakt,6,Low
Dynasty Warriors 5 Empires,14,2006,0,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,61.0,40.0,8.2,19.0,Omega Force,6,Low
Burnout,15,2002,6,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,75.0,13.0,6.6,12.0,Criterion Games,1,Average
Baroque,7,2007,7,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60.0,6.0,8.8,44.0,Sting,6,Low
Jurassic: The Hunted,14,2009,8,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,6,Low
Hour of Victory,14,2007,8,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,33.0,3.0,40.0,Nfusion,6,Low
Indianapolis 500 Legends,12,2007,6,Destineer,0.12,0.0,0.0,0.01,0.13,47.0,10.0,6.7,7.0,Torus Games,1,Low
Crash Tag Team Racing,15,2005,6,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69.0,17.0,7.8,11.0,Radical Entertainment,2,Average
Freedom Fighters,4,2003,8,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83.0,15.0,7.8,12.0,Io Interactive,6,High
Mega Man X Collection,4,2006,3,Capcom,0.1,0.03,0.0,0.0,0.13,75.0,23.0,9.2,12.0,Capcom,1,Average
Quantum Redshift,15,2002,6,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,70.0,21.0,8.1,15.0,Curly Monsters,6,Average
Smash Court Tennis Pro Tournament 2,7,2004,10,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74.0,41.0,9.1,12.0,Namco,1,Average
Brothers in Arms: Double Time,12,2008,8,Ubisoft,0.11,0.0,0.0,0.01,0.13,45.0,13.0,6.6,17.0,Gearbox Software,4,Low
Armed and Dangerous,15,2003,8,LucasArts,0.09,0.03,0.0,0.0,0.13,79.0,41.0,7.2,15.0,Planet Moon Studios,6,High
Project CARS,5,2015,6,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,83.0,48.0,7.1,418.0,Slightly Mad Studios,1,High
Teenage Mutant Ninja Turtles: Arcade Attack,2,2009,0,Ubisoft,0.12,0.0,0.0,0.01,0.13,36.0,8.0,4.8,4.0,Ubisoft,2,Low
Just Cause 2,5,2010,0,Square Enix,0.0,0.1,0.0,0.02,0.12,84.0,33.0,7.7,838.0,Avalanche Studios,4,High
Crush3D,0,2012,4,Sega,0.07,0.04,0.0,0.01,0.12,71.0,32.0,7.4,16.0,Zoe Mode,2,Average
NeverDead,8,2012,8,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50.0,32.0,4.7,47.0,Rebellion,4,Low
Mega Man X: Command Mission,4,2004,7,Capcom,0.1,0.02,0.0,0.0,0.12,67.0,21.0,7.3,12.0,Capcom,1,Average
Need for Speed: ProStreet,2,2007,6,Electronic Arts,0.11,0.01,0.0,0.01,0.12,74.0,8.0,7.4,10.0,Exient Entertainment,1,Average
DiRT Rally,16,2016,6,Codemasters,0.04,0.08,0.0,0.01,0.12,86.0,17.0,8.0,60.0,Codemasters,1,High
NHL 2K7,8,2006,10,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,24.0,6.6,5.0,Kush Games,2,High
Worms 3D,7,2003,11,Sega,0.06,0.05,0.0,0.02,0.12,70.0,31.0,7.8,22.0,Team 17,6,Average
Gladiator Begins,10,2010,0,PQube,0.05,0.01,0.05,0.01,0.12,59.0,9.0,8.0,14.0,Acquire,4,Low
Sleeping Dogs,5,2012,0,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,23.0,8.2,1209.0,United Front Games,4,High
Impossible Mission,2,2007,4,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,61.0,8.0,4.8,6.0,System 3,1,Low
Strikers 1945,6,1998,8,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,Psikyo,1,Low
Pryzm Chapter One: The Dark Unicorn,7,2002,1,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,59.0,8.0,5.2,6.0,Digital Illusions,6,Low
Eat Lead: The Return of Matt Hazard,14,2009,8,D3Publisher,0.1,0.01,0.0,0.01,0.12,53.0,53.0,7.0,27.0,Vicious Cycle,6,Low
Guilty Gear X,7,2001,2,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,79.0,15.0,7.8,16.0,Arc System Works,6,High
Obscure: The Aftermath,12,2008,0,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,53.0,19.0,8.1,14.0,Hydravision,4,Low
Disney's PK: Out of the Shadows,7,2002,4,Ubisoft,0.06,0.05,0.0,0.02,0.12,49.0,14.0,5.0,4.0,Ubisoft,1,Low
Conception II: Children of the Seven Stars,0,2013,7,Screenlife,0.09,0.0,0.03,0.01,0.12,62.0,11.0,7.7,44.0,Spike,4,Low
Puzzle Quest: Challenge of the Warlords,7,2007,5,D3Publisher,0.06,0.05,0.0,0.02,0.12,78.0,11.0,7.0,6.0,Infinite Interactive,2,Average
Chessmaster: The Art of Learning,10,2008,3,Ubisoft,0.11,0.0,0.0,0.01,0.12,64.0,4.0,8.4,18.0,Ubisoft,1,Low
Makai Kingdom: Chronicles of the Sacred Tome,7,2005,7,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77.0,41.0,7.3,12.0,Nippon Ichi Software,6,Average
Lemony Snicket's A Series of Unfortunate Events,15,2004,4,Activision,0.09,0.03,0.0,0.0,0.12,70.0,17.0,7.2,5.0,Activision,1,Average
Neopets Petpet Adventures: The Wand of Wishing,10,2006,1,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,1,Low
Bomberman Party Edition,6,1998,5,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79.0,6.0,8.3,6.0,Metro,1,High
Ice Age: Dawn of the Dinosaurs,14,2009,0,Activision,0.09,0.02,0.0,0.01,0.12,68.0,28.0,7.5,6.0,Activision,2,Average
Star Trek: Conquest,12,2007,11,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49.0,18.0,4.9,11.0,4J Studios,1,Low
Major League Baseball 2K8 Fantasy All-Stars,2,2008,10,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59.0,8.0,7.0,6.0,Deep Fried Entertainment,1,Low
Madden NFL 06,2,2005,10,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66.0,9.0,6.3,12.0,Exient Entertainment,1,Low
Red Faction II,15,2003,8,THQ,0.09,0.03,0.0,0.0,0.12,74.0,20.0,5.8,11.0,Outrage Games,4,Average
Voodoo Vince,15,2003,4,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,73.0,38.0,8.4,22.0,Beep Industries,6,Average
Everybody Dance,8,2011,3,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,5.0,6.8,8.0,SCEE,6,Low
Blackwater,14,2011,8,505 Games,0.09,0.02,0.0,0.01,0.12,37.0,12.0,4.5,14.0,Zombie Studios,6,Low
Tom Clancy's Ghost Recon,12,2010,8,Ubisoft,0.1,0.01,0.0,0.01,0.12,46.0,21.0,6.8,8.0,Next Level Games,6,Low
Chase: Hollywood Stunt Driver,15,2002,6,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,60.0,14.0,7.4,5.0,I-Imagine,6,Low
Thor: God of Thunder,2,2011,0,Sega,0.08,0.03,0.0,0.01,0.12,64.0,18.0,7.2,9.0,WayForward,2,Low
The X Files: Resist or Serve,7,2004,1,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,31.0,8.4,8.0,Black Ops Entertainment,4,Average
Touch My Katamari ,11,2011,5,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12,69.0,41.0,7.4,51.0,Bandai Namco Games,2,Average
PixelJunk Monsters Deluxe,10,2010,11,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,86.0,27.0,7.9,32.0,Q-Games,1,High
Curious George,7,2006,0,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,Monkey Bar Games,1,Low
Killer is Dead,14,2013,0,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,Grasshopper Manufacture,4,Low
Don Bradman Cricket 14,9,2015,10,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,76.0,4.0,7.4,19.0,Big Ant Studios,1,Average
Megamind: Ultimate Showdown,14,2010,0,THQ,0.07,0.04,0.0,0.01,0.12,33.0,7.0,4.3,6.0,THQ Australia,2,Low
Zathura,7,2005,1,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43.0,16.0,2.0,5.0,High Voltage Software,2,Low
Mytran Wars,10,2009,11,Deep Silver,0.08,0.02,0.0,0.02,0.12,68.0,16.0,8.8,4.0,Stormregion,6,Average
NCIS,8,2011,1,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4.0,4.0,Ubisoft,6,Low
Undead Knights,10,2009,0,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8.0,13.0,Now Production,4,Low
Ninja Reflex,12,2008,0,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6.0,11.0,Sanzaru Games,2,Low
Cel Damage,15,2001,6,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,Pseudo Interactive,6,Low
Supremacy MMA,8,2011,2,505 Games,0.07,0.03,0.0,0.02,0.12,47.0,17.0,6.5,4.0,Kung Fu Factory,4,Low
Lunar: Dragon Song,2,2005,7,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,"Game Arts, Japan Art Media (JAM)",2,Low
Breakdown,15,2004,1,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,Namco,4,Average
Venetica,8,2010,7,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,Deck 13,6,Low
Looney Tunes: Sheep Raider,6,2001,4,Infogrames,0.07,0.05,0.0,0.01,0.12,72.0,12.0,8.8,25.0,Infogrames,1,Average
Geometry Wars: Galaxies,12,2007,8,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,Kuju Entertainment,1,High
Conduit 2,12,2011,8,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,High Voltage Software,6,Low
Rise of the Tomb Raider,5,2016,1,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,"Crystal Dynamics, Nixxes Software",4,High
X2: Wolverine's Revenge,4,2003,4,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,GenePool,6,Low
Hatsune Miku: Project Diva X,11,2016,3,Sega,0.01,0.0,0.1,0.0,0.12,83.0,5.0,8.0,22.0,Sega,6,High
Godzilla Unleashed: Double Smash,2,2007,0,Atari,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,Santa Cruz Games,1,Low
Dishonored 2,5,2016,0,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6.0,383.0,Arkane Studios,4,High
NPPL: Championship Paintball 2009,14,2008,8,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,FUN Labs,2,Low
Atelier Annie: Alchemists of Sera Island,2,2009,7,Gust,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,Gust,2,Average
WWE SmackDown vs Raw 2008,2,2007,2,THQ,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,Amaze Entertainment,6,Low
College Hoops 2K6,14,2006,10,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,2K Sports,1,Average
Fat Princess: Fistful of Cake,10,2010,0,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,6,Average
Sonic Adventure 2,1,2001,4,Sega,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,236.0,Sonic Team,1,High
Tony Hawk's Pro Skater 5,16,2015,10,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Robomodo,6,Low
Gladiator: Sword of Vengeance,7,2003,0,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,Acclaim Studios Manchester,4,Low
Rodea the Sky Soldier,13,2015,0,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,"Prope, Kadokawa",2,Low
Pinball Hall of Fame: The Williams Collection,14,2009,3,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,Farsight Studios,2,High
Academy of Champions: Soccer,12,2009,10,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,Ubisoft Vancouver,1,Low
Overlord: Raising Hell,8,2008,0,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,4J Studios,6,Average
Power Gig: Rise of the SixString,14,2010,3,Unknown,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,Seven45 Studios,6,Low
